entry_date,exit_date,side,entry_price,exit_price,pnl_pct,hold_candles
2025-06-14 00:00:00,2025-06-14 04:00:00,LONG,146.63,146.11,-0.004346341130737106,1
2025-06-27 16:00:00,2025-06-28 04:00:00,LONG,141.72,146.52,0.0330696020321762,3
2025-07-11 08:00:00,2025-07-13 20:00:00,LONG,163.81,161.04,-0.017709834564434465,15
2025-07-13 20:00:00,2025-07-14 08:00:00,SHORT,161.04,166.51,-0.03476671634376552,3
2025-07-14 08:00:00,2025-07-14 20:00:00,LONG,166.51,162.13,-0.027104726442856258,3
2025-07-16 16:00:00,2025-07-18 12:00:00,LONG,174.13,177.0,0.01568193878137027,11
2025-07-19 08:00:00,2025-07-19 16:00:00,SHORT,176.58,177.04,-0.003405051534715027,2
2025-07-28 04:00:00,2025-07-28 08:00:00,SHORT,192.29,191.96,0.0009161578865254776,1
2025-08-06 04:00:00,2025-08-06 16:00:00,LONG,164.16,168.73,0.02703869395711497,3
2025-08-24 00:00:00,2025-08-24 20:00:00,LONG,209.21,206.09,-0.01571324506476748,5
2025-08-27 00:00:00,2025-08-27 04:00:00,SHORT,201.91,202.37,-0.0030782427814373134,1
2025-08-27 12:00:00,2025-08-28 00:00:00,LONG,208.6,208.07,-0.003340747842761271,3
2025-08-28 08:00:00,2025-08-28 20:00:00,LONG,213.07,214.29,0.004925817806354714,3
2025-08-29 00:00:00,2025-08-29 08:00:00,LONG,216.77,207.55,-0.04333356091710107,2
2025-08-30 08:00:00,2025-08-30 16:00:00,SHORT,202.52,201.16,0.005915386134702812,2
2025-09-03 00:00:00,2025-09-03 08:00:00,SHORT,209.94,210.25,-0.002276612365437755,2
2025-09-07 00:00:00,2025-09-07 04:00:00,LONG,202.76,202.9,-0.00010952850660872569,1
2025-09-08 12:00:00,2025-09-17 00:00:00,LONG,214.97,233.99,0.08767746197143793,51
2025-09-17 00:00:00,2025-09-17 04:00:00,SHORT,233.99,237.63,-0.016356220351297003,1
2025-09-17 04:00:00,2025-09-17 20:00:00,LONG,237.63,244.75,0.029162546816479423,4
2025-09-17 20:00:00,2025-09-18 00:00:00,SHORT,244.75,246.62,-0.008440449438202265,1
2025-09-18 00:00:00,2025-09-20 08:00:00,LONG,246.62,238.03,-0.03563091395669452,14
2025-09-20 08:00:00,2025-09-20 12:00:00,SHORT,238.03,240.0,-0.00907626769734907,1
2025-09-22 08:00:00,2025-09-25 20:00:00,LONG,221.36,192.6,-0.13072410552945435,21
2025-09-27 04:00:00,2025-09-28 20:00:00,LONG,201.97,210.7,0.0424242412239441,10
2025-10-01 20:00:00,2025-10-07 12:00:00,LONG,221.91,223.65,0.00704101662836289,34
2025-10-07 12:00:00,2025-10-07 16:00:00,SHORT,223.65,221.55,0.008589671361502321,1
2025-10-07 16:00:00,2025-10-09 08:00:00,LONG,221.55,223.0,0.005744798013992275,10
2025-10-09 12:00:00,2025-10-10 16:00:00,LONG,219.01,205.16,-0.06403912150130128,7
2025-10-19 00:00:00,2025-10-19 12:00:00,LONG,186.95,190.66,0.019044878309708524,3
2025-10-23 00:00:00,2025-10-23 04:00:00,LONG,182.76,187.4,0.024588487634055675,1
2025-11-08 12:00:00,2025-11-09 00:00:00,LONG,156.61,155.82,-0.005844377753655708,3
2025-11-19 20:00:00,2025-11-20 00:00:00,LONG,136.96,143.12,0.04417663551401866,1
2025-12-03 08:00:00,2025-12-05 12:00:00,SHORT,141.66,134.96,0.04649634335733438,13
2025-12-05 16:00:00,2025-12-08 20:00:00,SHORT,132.4,133.19,-0.006766767371601148,19
